#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:43:08  53      23     1       15        5       92       83       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     1     0     36000  102000  840   someReplicaSet0011  SEC
12:43:09  53      24     1       18        5       101      65       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.5%   0           0     0     0     0     32000  100000  840   someReplicaSet0011  SEC
12:43:10  55      40     1       10        5       82       83       0          0        49900000000  102000000000  26100000000  51700000000  18      somedatabase1  0.1%   0           0     0     0     0     41000  113000  840   someReplicaSet0011  SEC
12:43:11  51      27     1       11        4       90       66       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.4%   0           0     0     0     0     32000  101000  840   someReplicaSet0011  SEC
12:43:12  58      35     1       4         5       93       49       0          0        49900000000  102000000000  26100000000  51700000000  14      local          0.5%   0           0     0     0     0     35000  103000  840   someReplicaSet0011  SEC
12:43:13  52      27     1       24        5       99       79       0          0        49900000000  102000000000  26100000000  51700000000  10      local          0.4%   0           0     0     0     0     28000  94000   840   someReplicaSet0011  SEC
12:43:14  65      32     1       10        5       98       56       0          1        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     38000  101000  840   someReplicaSet0011  SEC
12:43:15  64      34     1       19        5       107      79       0          0        49900000000  102000000000  26100000000  51700000000  18      somedatabase1  0.4%   0           0     0     0     0     40000  112000  840   someReplicaSet0011  SEC
12:43:16  64      35     1       23        5       101      55       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     39000  101000  840   someReplicaSet0011  SEC
12:43:17  52      32     1       24        5       86       53       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     40000  119000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:43:18  63      27     1       16        5       101      70       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.4%   0           0     0     0     0     40000  108000  840   someReplicaSet0011  SEC
12:43:19  48      47     1       20        5       97       76       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.4%   0           0     0     0     0     58000  124000  840   someReplicaSet0011  SEC
12:43:20  52      36     1       20        5       98       68       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     41000  102000  840   someReplicaSet0011  SEC
12:43:21  64      31     1       22        5       105      72       0          1        49900000000  102000000000  26100000000  51700000000  18      somedatabase1  0.3%   0           0     0     0     0     45000  123000  840   someReplicaSet0011  SEC
12:43:22  53      34     1       11        5       97       39       0          0        49900000000  102000000000  26100000000  51700000000  7       local          0.4%   0           0     0     0     0     27000  86000   840   someReplicaSet0011  SEC
12:43:23  48      38     1       15        5       80       75       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     36000  105000  840   someReplicaSet0011  SEC
12:43:24  62      37     1       19        5       100      82       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.4%   0           0     0     0     0     42000  118000  840   someReplicaSet0011  SEC
12:43:25  68      42     1       15        5       103      61       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.4%   0           0     0     0     0     41000  113000  840   someReplicaSet0011  SEC
12:43:26  60      32     1       12        5       96       71       0          0        49900000000  102000000000  26100000000  51700000000  9       local          0.5%   0           0     0     0     0     33000  97000   840   someReplicaSet0011  SEC
12:43:27  59      30     1       12        5       100      63       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.3%   0           0     0     0     0     31000  113000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:43:28  66      49     1       13        5       98       69       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     58000  126000  840   someReplicaSet0011  SEC
12:43:29  51      36     1       12        5       84       71       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     39000  106000  840   someReplicaSet0011  SEC
12:43:30  60      45     1       16        5       90       77       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.4%   0           0     0     0     0     47000  115000  840   someReplicaSet0011  SEC
